tempo,danceability,energy,instrumentalness,liveness,valence
131.996,0.746,0.493,0.2,0.133,0.275
138.004,0.411,0.991,0.821,0.344,0.101
138.05,0.555,0.771,0.846,0.369,0.392
140.007,0.493,0.999,0.855,0.0543,0.124
138.006,0.49,0.996,0.87,0.647,0.54
139.972,0.433,0.994,0.233,0.291,0.0458
139,0.524,0.956,0.844,0.0856,0.0964
127.993,0.665,0.704,0.135,0.0593,0.328
127.96,0.605,0.907,0.181,0.666,0.221
137.986,0.507,0.99,0.822,0.656,0.179
134.08,0.76,0.948,0.345,0.366,0.181
135.999,0.581,0.98,0.221,0.884,0.328
137.984,0.562,0.882,0.0168,0.365,0.182
126.001,0.65,0.776,0.823,0.589,0.263
135.98,0.479,0.923,0.914,0.606,0.211
136.996,0.48,0.804,0.908,0.0992,0.173
138.003,0.41,0.996,0.213,0.588,0.0571
139.995,0.494,0.994,0.757,0.318,0.476
129.994,0.565,0.831,0.000222,0.382,0.218
138.044,0.459,0.977,0.0503,0.353,0.072
137.87,0.237,0.957,0.267,0.279,0.146
132.022,0.428,0.825,0.783,0.501,0.109
138.012,0.457,0.988,4.71E-05,0.379,0.201
138.015,0.516,0.936,0.169,0.0837,0.224
128.051,0.602,0.897,0.663,0.133,0.145
134.983,0.515,0.921,0.0384,0.35,0.0598
132.068,0.551,0.947,0.0098,0.303,0.222
137.983,0.436,0.992,0.304,0.957,0.253
133.981,0.475,0.779,0.777,0.107,0.426
131.995,0.68,0.827,0.0566,0.083,0.593
135.04,0.508,0.956,0.000493,0.177,0.208
140.012,0.459,0.988,0.032,0.109,0.0373
137.987,0.471,0.959,0.215,0.914,0.145
138.007,0.503,0.981,0.651,0.309,0.0547
129.931,0.598,0.783,6.15E-05,0.111,0.271
131.134,0.623,0.807,0.0213,0.584,0.283
134.056,0.496,0.94,0.089,0.49,0.0585
131.987,0.413,0.973,0.532,0.271,0.305
137.997,0.537,0.99,0.241,0.599,0.534
140.004,0.462,0.994,0.794,0.095,0.308
138.002,0.498,0.941,0.5,0.0713,0.383
130.027,0.686,0.86,0,0.19,0.417
137.995,0.414,0.979,0.927,0.314,0.291
137.982,0.495,0.951,0.753,0.683,0.425
137.962,0.458,0.996,0.603,0.782,0.163
134.096,0.479,0.628,0,0.365,0.281
137.972,0.46,0.988,0.863,0.398,0.194
136.01,0.486,0.939,0.952,0.243,0.223
138.003,0.475,0.903,0.516,0.0764,0.27
125.996,0.69,0.733,0.696,0.0821,0.501
135.995,0.463,0.91,0.946,0.0681,0.0432
127.972,0.586,0.713,0.0741,0.82,0.0616
136.029,0.483,0.808,0.102,0.348,0.0388
131.987,0.591,0.681,0.649,0.141,0.162
136.99,0.58,0.878,0.955,0.413,0.121
140.006,0.466,0.998,0.902,0.291,0.45
126.354,0.524,0.843,0.272,0.0997,0.408
140.016,0.517,0.977,0.92,0.333,0.169
133.853,0.423,0.827,0.947,0.324,0.0659
137.984,0.452,0.922,0.0923,0.416,0.103
137.987,0.54,0.964,0.348,0.169,0.565
135.001,0.464,0.92,0.0489,0.283,0.0771
130.003,0.457,0.869,0.515,0.0554,0.249
127.974,0.575,0.713,0.00128,0.0759,0.167
127.983,0.528,0.908,0.0146,0.35,0.0588
137.952,0.376,0.922,0.979,0.25,0.0392
138.019,0.494,0.998,0.863,0.364,0.275
128.036,0.623,0.893,0.00241,0.0906,0.305
133.681,0.565,0.923,0.000983,0.322,0.16
133.993,0.472,0.985,0.0391,0.348,0.569
137.979,0.394,0.976,0.918,0.106,0.422
128.007,0.662,0.849,0.889,0.219,0.115
132.367,0.628,0.813,0.323,0.0968,0.358
131.979,0.617,0.936,0.541,0.255,0.0731
129.981,0.674,0.905,0.0119,0.184,0.125
138.007,0.556,0.889,0.627,0.052,0.101
127.988,0.574,0.812,0.208,0.248,0.198
140.001,0.566,0.976,0.865,0.0908,0.332
138.011,0.43,0.982,0.858,0.0987,0.352
132.118,0.495,0.875,0.927,0.306,0.399
137.919,0.382,0.943,0.0217,0.694,0.0747
130.021,0.52,0.905,8.48E-06,0.125,0.094
127.989,0.507,0.977,0.781,0.101,0.0733
130.022,0.522,0.961,0.317,0.255,0.0383
130.331,0.624,0.696,0.944,0.282,0.768
137.999,0.617,0.988,0.851,0.0831,0.0321
138.03,0.513,0.968,0.274,0.12,0.277
135.008,0.457,0.907,0.923,0.464,0.211
139.988,0.533,0.979,0.916,0.0946,0.0586
130.009,0.775,0.687,0.606,0.109,0.101
136.007,0.486,0.912,0.816,0.319,0.272
130.025,0.666,0.873,0.729,0.143,0.192
137.997,0.541,0.977,0.815,0.133,0.0299
140.008,0.669,0.782,0.405,0.196,0.416
139.987,0.417,0.992,0.947,0.384,0.0386
128.007,0.537,0.842,0.585,0.43,0.0475
137.99,0.548,0.929,0.0587,0.0403,0.202
139.927,0.46,0.936,0.224,0.3,0.0384
135.007,0.439,0.973,0.927,0.411,0.127
135.997,0.571,0.852,0.865,0.108,0.438
130.075,0.461,0.905,0.000323,0.737,0.45
125.014,0.533,0.975,0.212,0.126,0.241
128.01,0.619,0.833,0.175,0.39,0.382
129.983,0.751,0.939,0.0341,0.0616,0.225
140.004,0.531,0.926,0.701,0.0802,0.0501
138.01,0.528,0.959,0.884,0.334,0.197
138.232,0.686,0.991,0.89,0.861,0.587
137.959,0.414,0.965,0.925,0.304,0.331
138.005,0.528,0.99,0.831,0.113,0.173
134.976,0.422,0.996,0.951,0.393,0.0656
129.982,0.673,0.831,0.153,0.334,0.431
133.01,0.512,0.879,0.896,0.487,0.0548
138.009,0.499,0.974,0.79,0.175,0.162
129.967,0.394,0.837,0,0.547,0.184
137.909,0.53,0.956,0.087,0.33,0.0719
137.976,0.512,0.991,0.0519,0.328,0.037
128.004,0.5,0.94,0.919,0.215,0.418
135.996,0.522,0.943,0.633,0.0936,0.218
127.975,0.497,0.656,0,0.0577,0.0884
128.436,0.533,0.88,0.897,0.168,0.168
137.968,0.539,0.776,1.14E-05,0.285,0.245
135.005,0.511,0.889,0.487,0.488,0.0659
140.022,0.441,0.992,0.278,0.632,0.472
137.968,0.448,0.978,0.911,0.0783,0.188
137.007,0.378,0.877,0.879,0.55,0.0327
130.033,0.506,0.856,0,0.399,0.378
138.009,0.477,0.969,0.611,0.216,0.214
132.04,0.324,0.945,0.61,0.15,0.153
137.898,0.466,0.948,0.000104,0.495,0.077
139.976,0.435,0.996,0.34,0.313,0.153
137.988,0.518,0.83,0.886,0.356,0.229
139.95,0.399,0.994,0.876,0.318,0.15
126.999,0.713,0.778,0.782,0.42,0.238
135.969,0.351,0.981,0.862,0.333,0.193
127.972,0.614,0.703,0.0186,0.122,0.271
138.039,0.523,0.97,0.919,0.0582,0.0871
140.01,0.52,0.979,0.893,0.054,0.116
133.004,0.521,0.897,0.859,0.0952,0.32
140.002,0.541,0.995,0.931,0.36,0.372
139.99,0.424,0.994,0.645,0.206,0.396
129.955,0.492,0.888,0.449,0.386,0.129
139.95,0.399,0.994,0.876,0.318,0.15
137.982,0.393,0.868,0.973,0.447,0.0932
131.995,0.447,0.953,0.846,0.082,0.414
138.019,0.448,0.986,0.000452,0.705,0.04
137.96,0.41,0.994,0.94,0.321,0.0455
137.931,0.442,0.889,0.000391,0.804,0.152
140.015,0.434,0.983,0.838,0.108,0.201
132.007,0.474,0.838,1.68E-05,0.484,0.0992
129.958,0.377,0.774,0.00163,0.214,0.168
135.046,0.48,0.937,0.68,0.228,0.101
128.015,0.715,0.569,0.0135,0.151,0.267
127.984,0.586,0.874,0.594,0.156,0.403
131.983,0.556,0.961,0.00144,0.308,0.0506
140,0.395,0.985,0.875,0.102,0.288
129.016,0.53,0.68,0.00224,0.257,0.222
140.002,0.362,1,0.897,0.316,0.145
129.997,0.577,0.899,0.176,0.216,0.0607
127.943,0.533,0.82,4.77E-05,0.567,0.232
139.986,0.506,0.989,0.108,0.145,0.125
138.008,0.45,0.981,0.892,0.148,0.144
139.933,0.489,0.943,0.114,0.0949,0.119
137.97,0.473,0.945,0.281,0.387,0.0752
137.987,0.531,0.985,0.904,0.148,0.115
135.868,0.645,0.86,0.877,0.1,0.454
128.012,0.632,0.918,0.677,0.11,0.0938
137.999,0.541,0.991,0.467,0.056,0.318
140.076,0.417,0.963,0.000161,0.325,0.0648
139.917,0.518,0.979,0.0588,0.165,0.186
135.958,0.427,0.88,0.975,0.534,0.164
135.971,0.457,0.953,0.842,0.111,0.386
139.953,0.284,0.972,0.0201,0.148,0.186
127.99,0.561,0.689,0.586,0.122,0.0377
140.007,0.513,0.998,0.554,0.0997,0.189
138,0.461,0.992,0.714,0.687,0.0394
140.004,0.428,0.98,0.817,0.1,0.117
137.999,0.41,0.96,0.962,0.732,0.335
135.964,0.408,0.978,0.962,0.293,0.254
127.994,0.657,0.882,0.00202,0.112,0.179
139.981,0.496,0.987,0.877,0.0382,0.24
139.95,0.439,0.878,0.81,0.385,0.213
137.998,0.415,0.947,0.851,0.348,0.0799
138.047,0.177,0.937,0.674,0.11,0.0857
138.045,0.48,0.971,0.72,0.35,0.0733
138.019,0.466,0.858,0.0349,0.3,0.314
130.053,0.567,0.734,9.81E-05,0.0913,0.282
127.58,0.286,0.832,0.908,0.246,0.24
127.984,0.589,0.895,0.725,0.351,0.555
137.97,0.473,0.945,0.281,0.387,0.0752
136.007,0.408,0.991,0.926,0.35,0.103
130.006,0.523,0.923,0.943,0.306,0.0723
139.945,0.469,0.996,0.394,0.164,0.156
128.022,0.531,0.552,0.0957,0.298,0.0912
137.9,0.541,0.873,0.0316,0.705,0.174
138.002,0.443,0.971,0.928,0.186,0.353
138.016,0.351,0.972,0.533,0.272,0.235
138.009,0.367,0.998,0.934,0.363,0.607
139.993,0.515,0.967,0.893,0.189,0.263
129.984,0.484,0.947,0.944,0.371,0.194
128.07,0.463,0.68,0.000526,0.386,0.0845
128.053,0.552,0.94,0.00291,0.781,0.039
139.992,0.438,0.967,0.627,0.0788,0.313
134.918,0.432,0.928,0.955,0.259,0.0969
138.268,0.495,0.976,0.942,0.0879,0.278
137.029,0.691,0.751,0.581,0.0617,0.345
135.96,0.446,0.573,0,0.108,0.167
129.963,0.509,0.969,0.686,0.418,0.141
137.92,0.355,0.989,0.782,0.445,0.0378
129.963,0.546,0.865,0.00385,0.392,0.174
135.995,0.658,0.962,0.0804,0.549,0.386
128.053,0.552,0.94,0.00291,0.781,0.039
129.912,0.545,0.894,0.000144,0.383,0.19
140.055,0.491,0.961,0.0219,0.0571,0.0459
138.715,0.41,0.974,0.953,0.493,0.32
134.011,0.574,0.929,0.66,0.108,0.361
130.316,0.395,0.834,0.688,0.307,0.134
138.982,0.469,0.832,0.895,0.329,0.22
129.85,0.588,0.706,8.41E-05,0.0773,0.268
139.995,0.565,0.963,0.793,0.688,0.54
135.99,0.496,0.947,0.00098,0.0862,0.396
130.028,0.574,0.972,0.129,0.352,0.527
137.911,0.417,0.976,0.868,0.5,0.114
139.955,0.361,0.986,0.0932,0.332,0.0755
134.924,0.504,0.91,0.000656,0.0581,0.0758
138.012,0.455,0.941,0.597,0.0524,0.146
137.971,0.538,0.914,0.459,0.65,0.0944
133.62,0.483,0.821,0.0117,0.166,0.257
139.981,0.602,0.965,0.527,0.232,0.216
127.993,0.489,0.835,0,0.361,0.278
137.988,0.476,0.979,0.703,0.83,0.037
137.982,0.49,0.978,0.065,0.324,0.106
128.021,0.514,0.87,0.518,0.2,0.0435
135.98,0.444,0.922,0.141,0.346,0.129
125.996,0.536,0.952,0.885,0.1,0.0941
137.922,0.293,0.924,0.0375,0.37,0.172
131.997,0.516,0.958,0.855,0.446,0.111
135.922,0.551,0.773,0.782,0.0859,0.465
138.007,0.467,0.988,0.862,0.713,0.137
127.184,0.613,0.88,0.00383,0.0849,0.0652
132.027,0.436,0.886,0.0866,0.0888,0.169
138.008,0.478,0.983,0.891,0.641,0.198
135.74,0.537,0.944,0.934,0.0783,0.443
137.982,0.521,0.99,0.628,0.675,0.485
137.994,0.485,0.976,0.87,0.333,0.369
137.952,0.564,0.977,0.879,0.11,0.717
135.008,0.781,0.849,0.773,0.0819,0.493
129.975,0.562,0.83,0.933,0.661,0.444
136.103,0.619,0.853,0.148,0.235,0.534
137.978,0.507,0.954,0.518,0.418,0.198
139.997,0.567,0.996,0.827,0.8,0.502
140.012,0.645,0.86,0.786,0.0696,0.622
138.023,0.381,0.955,0.0326,0.388,0.11
135.997,0.534,0.814,0.763,0.38,0.141
132.053,0.535,0.982,0.797,0.566,0.186
137.954,0.462,0.982,0.0433,0.778,0.052
139.971,0.422,0.96,0.892,0.442,0.485
137.93,0.43,0.994,0.835,0.685,0.246
139.981,0.528,0.945,0.68,0.0702,0.54
131.978,0.474,0.902,0.939,0.423,0.183
127.005,0.277,0.899,0.727,0.221,0.0953
138.01,0.561,0.867,0.321,0.429,0.28
130.023,0.684,0.769,0.0417,0.381,0.0697
137.978,0.517,0.838,0.494,0.119,0.164
138.02,0.595,0.977,0.792,0.0699,0.103
141.456,0.445,0.975,0.163,0.199,0.148
128.001,0.461,0.971,0.000137,0.342,0.148
137.036,0.633,0.693,0.531,0.331,0.606
130.006,0.718,0.761,0.865,0.133,0.212
136.011,0.446,0.974,0.00939,0.435,0.0786
130.868,0.434,0.946,0.166,0.117,0.27
129.961,0.586,0.906,0.864,0.165,0.693
137.966,0.516,0.882,0.00892,0.157,0.531
139.987,0.439,0.964,0.959,0.308,0.105
127.989,0.608,0.947,0.828,0.0587,0.519
131.988,0.669,0.683,0.86,0.141,0.21
132.095,0.533,0.904,0.0096,0.409,0.298
138.003,0.496,0.947,0.931,0.133,0.0938
145.002,0.654,0.82,0.364,0.195,0.617
129.986,0.647,0.885,0.617,0.128,0.296
135.98,0.517,0.998,0.632,0.136,0.0477
133.999,0.625,0.939,0.00928,0.453,0.121
130.007,0.479,0.947,0.761,0.342,0.673
133.004,0.627,0.945,0.000109,0.711,0.354
132.002,0.449,0.958,0.912,0.0971,0.0557
138.007,0.41,0.954,0.647,0.284,0.17
128.022,0.429,0.781,0.00117,0.114,0.382
134.888,0.388,0.981,0.925,0.544,0.136
138.014,0.512,0.945,0.862,0.378,0.0522
128.262,0.573,0.682,0.000443,0.156,0.268
132.358,0.49,0.962,0.809,0.318,0.0363
130.014,0.625,0.819,0.000135,0.268,0.227
137.985,0.433,0.988,0.681,0.387,0.316
135.839,0.42,0.945,0.00633,0.248,0.138
128.017,0.317,0.942,0.369,0.313,0.0355
126.503,0.658,0.765,0.858,0.129,0.0728
131.987,0.584,0.971,0.871,0.114,0.244
128.046,0.623,0.73,0.00507,0.761,0.447
125.99,0.55,0.749,0.773,0.0673,0.115
128.859,0.51,0.873,0.848,0.0452,0.159
136.007,0.571,0.912,0.362,0.0939,0.416
136.01,0.372,0.974,0.297,0.414,0.285
139.995,0.538,0.936,0.864,0.0973,0.285
128.004,0.641,0.912,0.0103,0.281,0.113
126.016,0.619,0.858,0.0111,0.375,0.0393
128.053,0.552,0.94,0.00291,0.781,0.039
127.994,0.708,0.827,0.94,0.0842,0.167
139.993,0.481,0.998,0.523,0.748,0.272
137.875,0.47,0.99,0.928,0.773,0.0845
138,0.529,0.981,0.215,0.503,0.202
140.015,0.417,0.98,0.295,0.119,0.199
128.99,0.773,0.62,0.653,0.887,0.469
130.003,0.478,0.851,0.857,0.111,0.0773
137.99,0.499,0.985,0.726,0.675,0.0956
128.018,0.518,0.96,0.862,0.206,0.277
137.972,0.429,0.807,0.874,0.552,0.181
130.022,0.394,0.626,0.887,0.594,0.0584
136.845,0.49,0.951,0.858,0.23,0.0598
132.048,0.533,0.957,0.0057,0.898,0.204
130.004,0.536,0.975,0.448,0.0563,0.0898
127.993,0.665,0.704,0.135,0.0593,0.328
128.017,0.693,0.749,0.0723,0.4,0.37
137.954,0.48,0.884,0.898,0.16,0.0371
138.004,0.467,0.892,0.122,0.573,0.236
138.012,0.544,0.969,0.806,0.284,0.0753
128.109,0.467,0.895,0.303,0.708,0.16
127.121,0.464,0.641,0,0.329,0.0473
132.013,0.775,0.667,0.788,0.351,0.0783
138.004,0.445,0.938,0.898,0.316,0.12
135.751,0.476,0.917,0.504,0.134,0.0591
138.009,0.428,0.969,0.846,0.286,0.0467
138.005,0.5,0.927,0.808,0.0351,0.116
125.969,0.52,0.891,0.0818,0.19,0.296
140.004,0.425,0.941,0.889,0.582,0.169
137.955,0.547,0.894,0.425,0.104,0.319
132.006,0.437,0.955,0.578,0.261,0.125
137.968,0.384,0.983,0.895,0.828,0.186
131.985,0.663,0.919,0.0199,0.145,0.503
137.984,0.485,0.99,0.969,0.125,0.257
140.021,0.381,0.997,0.895,0.263,0.0614
127.011,0.565,0.484,0.000333,0.412,0.115
130.003,0.575,0.689,0.672,0.0793,0.454
128.085,0.568,0.826,0.887,0.155,0.362
136.012,0.577,0.885,0.794,0.0982,0.131
127.976,0.481,0.8,0.0282,0.341,0.0393
137.97,0.582,0.987,0.497,0.349,0.211
138.021,0.665,0.718,0.726,0.746,0.074
131.997,0.53,0.77,0.792,0.177,0.195
137.973,0.43,0.858,0.897,0.262,0.234
129.125,0.255,0.282,0.9,0.123,0.0375
126.986,0.639,0.844,0.147,0.708,0.0616
135.954,0.492,0.94,0.498,0.329,0.0676
138.007,0.41,0.954,0.647,0.284,0.17
140.007,0.586,0.913,0.848,0.264,0.544
138.006,0.522,0.997,0.874,0.882,0.321
136.976,0.418,0.795,0.678,0.599,0.0782
131.996,0.521,0.827,0.00963,0.391,0.0703
127.986,0.631,0.691,0.114,0.0821,0.308
136.996,0.467,0.929,0.89,0.172,0.193
131.985,0.494,0.849,0.456,0.969,0.0398
129.489,0.419,0.668,0.919,0.237,0.0585
128.075,0.563,0.871,0.000127,0.963,0.413
132.018,0.621,0.95,0.786,0.785,0.0913
137.89,0.29,0.751,0.000278,0.458,0.176
130.963,0.527,0.892,0.77,0.0838,0.107
131.969,0.64,0.809,0.00122,0.207,0.269
136.742,0.435,0.982,0.862,0.0304,0.211
135.048,0.597,0.739,0.884,0.228,0.359
126.658,0.627,0.874,0.123,0.284,0.387
138.019,0.495,0.97,0.467,0.0616,0.0943
137.953,0.123,0.994,0.945,0.177,0.121
128,0.447,0.975,0.0895,0.374,0.287
139.95,0.399,0.994,0.876,0.318,0.15
139.973,0.443,0.996,0.0989,0.224,0.411
132.006,0.664,0.894,0.12,0.0613,0.374
135.976,0.484,0.947,0.79,0.701,0.0832
135.971,0.469,0.814,0.00769,0.0884,0.0889
137.978,0.504,0.994,0.881,0.334,0.0363
129.85,0.588,0.706,8.41E-05,0.0773,0.268
132,0.572,0.906,0.27,0.0886,0.35
137.962,0.494,0.885,0.872,0.728,0.0324
138.01,0.519,0.924,0.837,0.14,0.377
139.998,0.526,0.98,0.131,0.616,0.136
135.012,0.584,0.813,0.0546,0.0828,0.934
129.978,0.569,0.72,0.0535,0.549,0.207
138.017,0.505,0.642,0.924,0.0698,0.44
139.175,0.49,0.945,0.882,0.12,0.487
138.01,0.53,0.93,0.4,0.0409,0.282
135.055,0.494,0.992,0.94,0.754,0.032
137.997,0.436,0.89,0.535,0.389,0.175
134.975,0.654,0.78,0.0527,0.0338,0.352
135.064,0.367,0.876,0.274,0.313,0.152
137.999,0.2,0.984,0.871,0.738,0.247
137.955,0.585,0.896,0.187,0.213,0.151
130.027,0.629,0.936,0.453,0.109,0.277
137.987,0.471,0.959,0.215,0.914,0.145
127.985,0.474,0.718,9.54E-05,0.422,0.141
133.558,0.52,0.895,0.868,0.163,0.481
127.979,0.59,0.647,4.30E-05,0.0921,0.39
135.011,0.558,0.827,0.705,0.267,0.296
128.917,0.505,0.799,0.107,0.275,0.0379
139.984,0.54,0.972,0.749,0.384,0.407
138,0.631,0.989,0.697,0.355,0.0657
135.718,0.435,0.849,0.918,0.491,0.229
138.008,0.551,0.946,0.554,0.381,0.153
131.988,0.551,0.915,0.902,0.167,0.245
137.983,0.493,0.95,0.859,0.683,0.254
138.031,0.55,0.937,0.873,0.0446,0.318
127.996,0.791,0.528,0.162,0.114,0.0396
127.989,0.786,0.912,0.00571,0.0521,0.787
134.971,0.414,0.877,0.86,0.159,0.0372
136.012,0.53,0.933,0.024,0.0624,0.204
140.006,0.4,0.998,0.797,0.291,0.368
137.954,0.418,0.962,0.0156,0.31,0.0517
137.986,0.524,0.987,0.916,0.303,0.234
131.985,0.584,0.868,0.0198,0.12,0.428
127.986,0.795,0.323,0.00143,0.115,0.235
139.984,0.439,0.995,0.027,0.125,0.186
140.009,0.472,0.987,0.739,0.682,0.262
136.007,0.486,0.912,0.816,0.319,0.272
137.961,0.311,0.872,0.0319,0.317,0.0722
142.972,0.439,0.983,0.772,0.0482,0.263
140.01,0.399,0.911,0.955,0.238,0.0376
137.954,0.501,0.982,0.0237,0.194,0.126
134.998,0.407,0.993,0.963,0.914,0.461
137.983,0.571,0.996,0.642,0.382,0.283
137.99,0.537,0.987,0.0652,0.455,0.171
132.005,0.501,0.837,0.397,0.217,0.12
135.018,0.508,0.962,0.638,0.304,0.547
125.013,0.751,0.737,0.299,0.194,0.471
137.989,0.527,0.989,0.238,0.233,0.268
137.997,0.183,0.968,0.801,0.212,0.0954
126.45,0.669,0.871,0.427,0.173,0.0397
129.004,0.563,0.902,0.234,0.177,0.261
132.972,0.404,0.85,0.93,0.29,0.34
128.024,0.538,0.978,0.927,0.158,0.284
136.019,0.321,0.843,0.843,0.283,0.0387
137.983,0.534,0.982,4.35E-05,0.377,0.109
139.986,0.338,0.999,0.771,0.554,0.452
126.027,0.462,0.973,0.964,0.357,0.0378
132.033,0.465,0.813,0.139,0.377,0.0391
138.023,0.216,0.973,0.908,0.171,0.677
131.991,0.661,0.586,0.0826,0.0734,0.229
139.953,0.383,0.991,0.929,0.719,0.314
137.984,0.574,0.981,0.848,0.0974,0.0365
140.004,0.502,0.98,0.968,0.0986,0.201
129.989,0.634,0.577,0.000977,0.0635,0.276
137.984,0.479,0.937,0.885,0.305,0.0606
138.026,0.615,0.781,0.0673,0.245,0.0803
140.01,0.361,0.992,0.946,0.173,0.209
138.038,0.396,0.991,0.938,0.0584,0.0735
133.952,0.423,0.838,0.279,0.66,0.0373
140.002,0.524,0.971,0.889,0.527,0.37
138.021,0.543,0.884,0.0146,0.348,0.174
134.07,0.523,0.827,0.0229,0.086,0.257
132.051,0.414,0.833,2.09E-05,0.248,0.0441
137.941,0.524,0.97,0.0139,0.872,0.0776
137.954,0.568,0.851,0.0159,0.374,0.16
128.935,0.525,0.911,0.642,0.128,0.118
132.013,0.584,0.864,0.239,0.0904,0.0723
133.218,0.424,0.891,0.859,0.426,0.0365
134.987,0.574,0.901,0.00079,0.117,0.483
129.944,0.561,0.565,0.000159,0.168,0.0791
138.017,0.53,0.996,0.097,0.235,0.106
130.006,0.649,0.707,0.242,0.662,0.42
137.929,0.458,0.971,0.0165,0.056,0.589
138.038,0.413,0.963,0.207,0.155,0.0378
138.051,0.375,0.993,0.787,0.0842,0.268
139.988,0.497,0.993,0.901,0.774,0.274
135.015,0.572,0.951,0.825,0.127,0.737
135.996,0.41,0.984,0.791,0.281,0.0395
138.005,0.498,0.934,0.0582,0.237,0.0605
128.986,0.642,0.658,0.431,0.166,0.139
132.009,0.696,0.614,0.482,0.393,0.54
134.549,0.488,0.822,0.899,0.537,0.123
138.006,0.544,0.992,0.416,0.0853,0.466
136.037,0.541,0.981,0.927,0.167,0.19
137.963,0.304,0.947,0.931,0.109,0.0516
127.983,0.559,0.809,0.399,0.0825,0.0376
135.99,0.446,0.948,0.684,0.322,0.301
130.377,0.616,0.892,0.816,0.137,0.233
128.014,0.564,0.705,0.462,0.177,0.0578
132.001,0.622,0.809,0.143,0.689,0.645
139.993,0.454,0.993,0.655,0.282,0.116
135.997,0.439,0.957,0.849,0.0767,0.114
137.99,0.486,0.949,0.00344,0.905,0.112
137.997,0.408,0.984,0.885,0.615,0.197
130.469,0.424,0.892,0.872,0.109,0.034
128.017,0.566,0.881,0.000361,0.259,0.497
137.821,0.199,0.923,0.42,0.351,0.102
130.018,0.477,0.786,2.88E-06,0.4,0.385
132.994,0.479,0.94,0.953,0.0751,0.367
130.671,0.392,0.634,0.00296,0.684,0.14
126.837,0.687,0.841,0.31,0.134,0.229
138.003,0.41,0.996,0.213,0.588,0.0571
127.991,0.517,0.74,0.896,0.192,0.16
128.025,0.563,0.869,0.25,0.052,0.0514
133.984,0.532,0.789,0.000298,0.746,0.179
137.985,0.495,0.981,0.604,0.646,0.195
139.998,0.491,0.997,0.731,0.28,0.0746
130.002,0.544,0.934,0.649,0.204,0.136
137.98,0.514,0.933,0.24,0.346,0.0445
129.994,0.493,0.939,0.892,0.276,0.0689
125.037,0.7,0.792,0.00028,0.576,0.292
138.008,0.44,0.98,0.596,0.761,0.382
131.994,0.65,0.802,0.000637,0.256,0.765
130.697,0.641,0.753,0.843,0.145,0.212
137.979,0.542,0.862,0.41,0.0941,0.124
128.003,0.576,0.773,0.233,0.457,0.151
137.979,0.455,0.954,0.0162,0.537,0.0356
126.05,0.646,0.762,3.37E-06,0.447,0.273
132.005,0.544,0.905,0.853,0.12,0.304
134.019,0.588,0.882,0.655,0.333,0.558
130.013,0.669,0.902,0.699,0.117,0.0477
128.153,0.688,0.79,0.00391,0.123,0.339
138.003,0.583,0.952,0.00204,0.324,0.119
137.967,0.502,0.998,0.101,0.0592,0.163
127.998,0.435,0.936,0.906,0.228,0.243
139.989,0.461,0.991,0.895,0.975,0.188
138.024,0.451,0.959,0.365,0.0671,0.219
135.017,0.536,0.916,0.858,0.331,0.196
138.154,0.41,0.991,0.00317,0.254,0.174
136,0.571,0.819,0.0137,0.373,0.42
136.004,0.268,0.981,0.743,0.405,0.0397
125.017,0.726,0.49,0.83,0.0909,0.514
128.01,0.6,0.942,0.000492,0.0636,0.302
125.979,0.452,0.919,0.72,0.253,0.267
132.001,0.445,0.89,0.000157,0.117,0.116
134.007,0.494,0.987,0.233,0.427,0.413
134.023,0.565,0.728,0.457,0.106,0.336
138.008,0.437,1,0.928,0.11,0.0555
131.984,0.486,0.921,0.00027,0.103,0.215
137.992,0.433,0.961,0.899,0.375,0.0574
137.99,0.545,0.989,0.4,0.294,0.143
138.02,0.516,0.975,0.198,0.0526,0.122
139.981,0.602,0.965,0.527,0.232,0.216
125.977,0.624,0.816,0.927,0.107,0.343
131.769,0.259,0.586,0.129,0.325,0.0546
125.416,0.57,0.88,0.788,0.31,0.258
129.936,0.582,0.686,0.000689,0.104,0.252
138.021,0.48,0.979,0.432,0.176,0.162
140.006,0.547,0.997,0.489,0.521,0.276
126.982,0.536,0.487,0.000349,0.423,0.0953
128.001,0.618,0.817,0.167,0.307,0.356
139.996,0.45,0.997,0.873,0.494,0.436
134.988,0.657,0.866,0.871,0.729,0.666
137.975,0.499,0.965,0.356,0.404,0.0713
140.004,0.409,0.987,0.897,0.497,0.161
137.029,0.297,0.727,0.00066,0.205,0.195
129.398,0.657,0.754,7.41E-05,0.202,0.206
136.018,0.505,0.934,0.000186,0.194,0.143
127.206,0.602,0.882,0.949,0.0828,0.183
138,0.483,0.958,0.854,0.33,0.182
127.991,0.525,0.675,0.000175,0.181,0.144
142.022,0.4,0.969,0.827,0.185,0.27
133.997,0.516,0.923,0.716,0.311,0.312
139.991,0.432,0.962,0.874,0.65,0.423
138.01,0.45,0.91,0.0326,0.382,0.0571
138.02,0.452,0.932,0.946,0.409,0.152
128,0.491,0.765,1.24E-05,0.291,0.211
137.897,0.369,0.932,0.000189,0.921,0.178
139.984,0.482,0.989,0.802,0.212,0.0399
139.992,0.353,0.993,0.914,0.883,0.136
128.02,0.562,0.872,0.894,0.184,0.343
138.028,0.664,0.802,0.842,0.0899,0.397
127.93,0.435,0.684,0.00055,0.0818,0.195
138.039,0.464,0.986,0.951,0.385,0.0653
