rent,bedrooms,bathrooms,size_sqft,min_to_subway,floor,building_age_yrs,no_fee,has_roofdeck,has_washer_dryer,has_doorman,has_elevator,has_dishwasher,has_patio,has_gym,neighborhood,borough
3895,1.0,1,760,2,5.0,55,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
2300,1.0,1,500,6,3.0,146,0,0,0,0,1,0,0,0,Cobble Hill,Brooklyn
14000,3.0,2,2000,8,5.0,117,0,0,1,0,0,1,1,0,Upper East Side,Manhattan
2150,0.5,1,500,6,1.0,96,1,0,0,0,0,0,0,0,Midtown East,Manhattan
2099,2.0,1,800,5,2.0,106,0,0,0,1,1,0,0,0,East Harlem,Manhattan
2600,1.0,1,812,6,1.0,61,0,0,0,0,0,0,0,0,Flushing,Queens
4995,1.0,1,600,5,5.0,96,1,1,1,0,0,0,0,0,West Village,Manhattan
4695,2.0,2,900,1,23.0,33,1,1,0,1,1,1,1,1,Upper West Side,Manhattan
14950,2.0,2,1427,3,7.0,56,0,0,0,0,0,0,0,0,Chelsea,Manhattan
7600,2.0,2,1256,1,12.0,6,0,0,1,0,0,1,0,0,Tribeca,Manhattan
3000,0.0,1,511,2,30.0,3,1,0,0,0,0,0,0,0,Fort Greene,Brooklyn
3800,2.0,1,600,4,3.0,116,0,0,0,0,0,0,0,0,West Village,Manhattan
3450,1.0,1,619,10,28.0,29,1,0,0,0,1,0,0,0,Midtown West,Manhattan
6565,3.0,2,1207,1,27.0,17,1,0,0,0,0,0,0,0,Brooklyn Heights,Brooklyn
4900,2.0,2,1005,8,17.0,25,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
3100,2.0,1,850,0,7.0,70,0,1,0,1,1,1,1,1,Clinton Hill,Brooklyn
1550,0.0,1,449,3,3.0,66,1,0,0,0,0,0,0,0,Rego Park,Queens
3333,0.0,1,1025,8,1.0,106,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
4495,2.0,2,1400,2,5.0,116,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
11000,3.0,2,3000,2,12.0,111,1,0,0,0,0,0,0,0,Midtown,Manhattan
2600,0.0,1,400,12,14.0,31,1,1,1,1,1,1,0,1,Upper East Side,Manhattan
2600,1.0,1,600,4,3.0,116,0,0,0,0,0,0,0,0,East Village,Manhattan
4550,1.5,1,900,12,25.0,36,1,0,1,0,1,1,0,0,Upper East Side,Manhattan
5250,3.0,2,1570,2,7.0,10,1,0,0,0,0,0,0,0,Carroll Gardens,Brooklyn
2695,0.0,1,650,1,6.0,116,0,1,1,1,1,1,1,1,Greenwich Village,Manhattan
11000,2.0,2,1602,3,35.0,11,0,0,1,0,0,1,1,0,Flatiron,Manhattan
10750,3.0,3,1700,6,24.0,47,0,1,1,0,0,0,0,0,Upper East Side,Manhattan
3400,1.0,1,693,3,6.0,15,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
2650,2.0,1,1000,8,2.0,88,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
3000,0.0,1,600,2,4.0,96,0,0,0,1,1,0,0,1,Upper East Side,Manhattan
2700,1.0,1,586,7,18.0,28,0,0,0,1,0,0,0,0,Midtown East,Manhattan
12000,3.0,2,2571,6,2.0,88,0,0,0,1,1,0,0,0,Brooklyn Heights,Brooklyn
5400,1.0,1,925,2,2.0,30,0,0,0,0,0,0,0,0,Greenwich Village,Manhattan
2750,0.0,1,280,3,5.0,115,0,0,0,0,0,0,0,0,Soho,Manhattan
2500,1.0,1,605,11,6.0,50,1,1,0,1,1,1,0,0,Midtown East,Manhattan
3400,1.0,1,800,3,9.0,87,0,0,0,1,1,0,0,0,Upper West Side,Manhattan
3350,1.0,1,700,2,38.0,34,0,0,0,0,0,0,0,0,Midtown West,Manhattan
1700,1.0,1,500,2,4.0,76,0,0,0,0,0,0,0,0,Hamilton Heights,Manhattan
2895,1.0,1,650,1,2.0,88,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
11950,2.0,1,1445,5,4.0,6,0,0,0,0,1,0,0,0,Tribeca,Manhattan
10000,3.0,2,1854,6,4.0,8,0,0,0,0,0,0,0,0,Carroll Gardens,Brooklyn
4600,1.0,1,960,4,6.0,33,0,0,0,0,0,0,0,0,Midtown East,Manhattan
3800,0.0,1,700,1,17.0,52,0,0,0,0,0,0,0,0,East Village,Manhattan
1997,1.0,1,707,6,15.0,55,1,0,0,0,0,0,0,0,Central Harlem,Manhattan
7499,2.0,2,1256,1,8.0,6,1,0,0,0,0,0,0,0,Tribeca,Manhattan
2750,1.0,1,570,9,6.0,3,1,0,0,0,0,0,0,0,Astoria,Queens
3450,1.0,1,632,2,21.0,41,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
12500,2.0,2,1690,6,19.0,16,1,0,0,0,0,0,0,0,Midtown East,Manhattan
6000,3.0,1,1264,2,10.0,13,1,0,0,0,0,0,0,0,Financial District,Manhattan
2200,1.0,1,750,5,2.0,96,0,0,0,0,0,0,0,0,Park Slope,Brooklyn
3000,1.0,1,707,6,14.0,28,1,1,0,1,1,0,1,1,Midtown East,Manhattan
2200,0.0,1,500,3,7.0,88,0,0,0,0,0,0,0,0,Long Island City,Queens
10500,3.0,2,1797,5,21.0,17,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
2625,0.0,1,515,4,34.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
1550,1.0,1,900,10,1.0,85,0,0,0,0,0,0,0,0,Sheepshead Bay,Brooklyn
7750,2.0,3,1461,43,4.0,8,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
6403,2.0,2,1126,1,5.0,29,1,0,0,0,0,0,0,0,Chelsea,Manhattan
2700,1.0,1,900,2,2.0,96,0,0,0,0,0,0,0,0,Park Slope,Brooklyn
3500,1.0,1,784,1,15.0,104,1,0,0,0,0,0,0,0,Midtown South,Manhattan
2500,1.0,1,665,5,4.0,86,0,0,0,0,0,0,0,0,Clinton Hill,Brooklyn
3545,1.0,1,720,5,15.0,17,1,1,0,0,0,0,0,1,Upper West Side,Manhattan
2100,0.0,1,300,8,10.0,86,0,0,0,0,0,0,0,0,Midtown East,Manhattan
17000,3.0,3,2205,2,12.0,101,0,0,0,0,0,0,0,0,Flatiron,Manhattan
5500,2.0,2,1100,4,21.0,9,0,1,1,1,1,1,0,1,Midtown East,Manhattan
4000,1.0,1,750,13,19.0,9,1,0,0,0,0,0,0,0,Midtown West,Manhattan
3300,4.0,1,1100,1,3.0,51,0,0,0,0,0,0,0,0,Elmhurst,Queens
8000,0.0,2,2200,2,2.0,101,0,0,1,0,0,0,0,0,Tribeca,Manhattan
3300,3.0,1,1000,2,4.0,3,0,0,0,0,0,0,0,0,Astoria,Queens
3900,1.0,1,722,8,9.0,16,1,0,0,0,0,0,0,0,Midtown East,Manhattan
12500,2.0,2,1600,3,9.0,10,0,0,0,0,1,0,0,0,Chelsea,Manhattan
3000,1.0,1,782,1,5.0,27,0,0,0,1,1,0,1,0,Upper West Side,Manhattan
2200,2.0,2,800,2,1.0,86,0,0,0,0,0,0,0,0,Ridgewood,Queens
4750,4.0,2,964,6,4.0,112,0,0,0,0,0,0,0,0,Park Slope,Brooklyn
2150,0.0,1,420,5,6.0,96,0,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
2700,2.0,1,750,3,2.0,88,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
3420,1.0,1,645,4,12.0,18,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
2854,0.0,1,594,3,3.0,44,1,0,0,0,0,0,0,0,Financial District,Manhattan
2900,1.0,1,520,1,10.0,8,0,0,0,0,0,0,0,0,Chinatown,Manhattan
9695,2.0,2,1237,2,7.0,3,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
10750,2.0,2,1276,1,16.0,9,0,0,0,0,0,0,0,0,East Village,Manhattan
3875,1.0,1,784,6,3.0,8,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
3905,1.0,1,681,1,18.0,19,1,0,0,0,0,0,0,0,Midtown West,Manhattan
2450,0.0,1,650,1,2.0,106,0,0,0,0,0,0,0,0,West Village,Manhattan
2000,1.0,1,597,5,1.0,96,1,0,0,0,0,0,0,0,Hamilton Heights,Manhattan
2100,2.0,1,1000,0,1.0,115,1,0,0,0,0,0,0,0,Bushwick,Brooklyn
4177,1.0,1,586,2,31.0,16,1,0,0,0,0,0,0,0,Flatiron,Manhattan
4400,2.0,2,1100,7,3.0,2,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
4800,1.0,1,734,43,8.0,8,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
8100,2.0,2,1353,5,7.0,2,0,0,0,0,0,0,0,0,Tribeca,Manhattan
4000,3.0,1,700,5,8.0,96,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
2800,1.0,1,700,7,1.0,101,0,0,0,0,0,0,0,0,Carroll Gardens,Brooklyn
11000,4.0,3,2100,1,32.0,111,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
7495,3.0,3,1325,3,8.0,38,1,0,0,0,0,1,0,0,Upper East Side,Manhattan
2725,0.0,1,537,6,3.0,85,1,0,0,0,0,0,0,0,Long Island City,Queens
2650,1.0,1,1000,5,2.0,91,0,0,0,0,0,0,0,0,Prospect Heights,Brooklyn
6000,1.0,1,750,2,8.0,8,0,1,0,1,1,1,0,1,East Village,Manhattan
3000,0.0,1,500,6,8.0,59,1,0,0,1,1,0,1,0,Midtown East,Manhattan
8200,2.0,2,1600,3,12.0,11,0,0,0,1,1,1,0,0,Flatiron,Manhattan
2750,0.0,1,560,2,16.0,34,0,0,1,0,0,1,0,0,Financial District,Manhattan
5995,2.0,2,1440,2,39.0,29,0,0,0,0,0,0,0,0,Midtown,Manhattan
3900,1.0,1,765,12,2.0,7,0,0,0,1,1,0,0,0,Chelsea,Manhattan
3636,1.0,1,846,5,23.0,13,1,0,0,1,1,0,0,0,Midtown South,Manhattan
13950,3.0,3,1950,12,14.0,11,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
10000,2.0,2,1534,3,6.0,11,0,0,1,0,0,1,0,0,Tribeca,Manhattan
2895,0.0,1,506,2,18.0,41,1,0,0,1,1,0,0,0,Upper East Side,Manhattan
4000,1.0,1,670,2,28.0,9,0,0,0,0,0,0,0,0,Midtown West,Manhattan
3759,1.0,1,745,7,5.0,7,0,0,0,1,1,0,1,1,Midtown East,Manhattan
4550,0.0,1,747,3,9.0,52,1,1,1,0,1,1,1,1,Tribeca,Manhattan
6595,2.0,2,1488,4,9.0,89,0,0,0,1,0,1,1,0,Upper West Side,Manhattan
4600,1.0,1,950,9,16.0,86,1,0,0,1,1,0,0,0,Midtown East,Manhattan
2300,1.0,1,650,2,1.0,96,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
3630,1.0,1,667,1,34.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
3465,1.0,1,650,3,5.0,30,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
3050,1.0,1,620,4,6.0,31,0,1,0,0,1,0,0,0,Battery Park City,Manhattan
4416,3.0,1,900,9,4.0,96,1,0,0,0,0,0,0,0,Greenpoint,Brooklyn
2000,2.0,1,1000,6,3.0,85,0,0,0,0,0,0,0,0,Bedford-Stuyvesant,Brooklyn
11000,2.0,3,1607,5,8.0,88,0,1,1,1,1,1,0,1,Upper East Side,Manhattan
2275,1.0,1,500,8,4.0,96,1,0,0,0,0,0,0,0,Park Slope,Brooklyn
2999,2.0,1,750,3,2.0,106,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
2975,3.0,1,723,4,2.0,85,1,0,0,0,0,0,0,0,Gowanus,Brooklyn
2900,1.0,1,786,1,5.0,10,0,0,0,0,0,0,0,0,Long Island City,Queens
15000,3.0,3,2259,3,6.0,110,0,0,0,0,1,1,0,0,Flatiron,Manhattan
2550,2.0,1,700,9,2.0,15,0,0,0,0,0,0,0,0,Astoria,Queens
8800,2.0,2,1494,4,5.0,10,0,0,0,1,1,1,0,1,Midtown East,Manhattan
3200,1.0,1,600,3,4.0,101,1,0,0,0,0,0,0,0,Midtown South,Manhattan
5395,3.0,1,1200,7,15.0,116,1,0,1,1,1,0,0,1,Upper East Side,Manhattan
7800,3.0,2,1700,6,5.0,106,0,0,0,0,0,1,1,0,Upper West Side,Manhattan
19950,4.0,3,2302,6,20.0,2,0,0,0,0,0,0,0,0,Gramercy Park,Manhattan
4500,1.0,1,643,4,28.0,2,0,0,0,0,0,0,0,0,Midtown East,Manhattan
4500,2.0,1,875,6,2.0,36,0,0,0,1,1,0,0,1,Upper East Side,Manhattan
2854,1.0,1,605,7,5.0,2,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
2250,0.0,1,400,2,1.0,86,0,0,0,0,1,0,1,0,Upper East Side,Manhattan
2700,1.0,1,699,14,7.0,9,1,1,0,0,0,0,0,0,Astoria,Queens
2200,1.0,1,1000,1,6.0,79,0,0,0,0,0,0,0,0,Forest Hills,Queens
2700,2.0,1,725,4,4.0,96,1,0,0,0,0,0,0,0,Central Harlem,Manhattan
2100,2.0,1,850,4,2.0,86,1,0,0,0,0,0,0,0,Ridgewood,Queens
5675,2.0,2,1100,3,27.0,30,1,0,0,0,0,0,0,0,Midtown,Manhattan
3500,1.0,1,594,4,17.0,18,1,1,1,1,1,1,0,1,Upper West Side,Manhattan
2700,0.0,1,908,6,1.0,101,1,0,0,0,0,0,0,0,Greenpoint,Brooklyn
2800,2.0,1,1008,5,2.0,96,0,0,0,0,0,0,0,0,Hamilton Heights,Manhattan
1925,1.0,1,660,10,1.0,55,1,1,1,1,1,1,0,1,Sunnyside,Queens
3750,1.0,1,696,2,15.0,3,1,0,0,0,0,0,0,0,Fort Greene,Brooklyn
3800,1.0,1,1100,4,4.0,96,0,0,0,0,0,0,0,0,DUMBO,Brooklyn
3600,3.0,1,1000,2,2.0,86,1,0,0,0,0,0,0,0,Prospect Heights,Brooklyn
3975,2.0,2,913,6,20.0,0,1,0,0,0,0,0,0,0,Long Island City,Queens
2000,0.0,1,500,6,3.0,28,0,0,0,0,0,1,0,0,Upper East Side,Manhattan
4000,1.0,1,807,2,5.0,116,0,0,0,1,0,0,0,0,East Village,Manhattan
3895,1.0,1,693,2,2.0,106,0,0,1,1,1,0,0,1,West Village,Manhattan
3395,0.0,1,530,4,22.0,16,1,0,0,0,0,0,0,0,Chelsea,Manhattan
13975,3.0,2,1883,11,35.0,31,0,0,0,0,0,0,1,0,Upper East Side,Manhattan
1995,0.0,1,400,5,4.0,116,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
2195,1.0,1,700,5,3.0,51,0,0,0,0,0,0,0,0,Astoria,Queens
3200,2.0,1,858,10,3.0,6,1,0,0,0,0,0,0,0,Astoria,Queens
4400,1.0,1,725,4,2.0,9,0,0,0,1,1,1,0,1,Williamsburg,Brooklyn
2250,2.0,1,780,5,4.0,92,0,0,0,0,0,0,0,0,Astoria,Queens
4100,1.0,1,789,7,9.0,9,0,1,0,1,1,1,0,0,Upper West Side,Manhattan
3300,1.0,1,730,9,9.0,57,0,0,0,0,0,0,0,0,Midtown East,Manhattan
3800,1.0,1,600,4,7.0,2,0,0,0,0,0,0,0,0,Midtown East,Manhattan
3400,1.0,1,753,1,5.0,10,1,0,0,0,0,1,0,0,DUMBO,Brooklyn
2950,1.0,1,600,2,6.0,98,0,0,0,0,0,0,0,0,Central Park South,Manhattan
2895,0.0,1,555,6,3.0,60,1,0,0,0,0,0,1,0,Midtown East,Manhattan
3400,1.0,1,890,2,5.0,8,0,0,1,1,1,1,0,1,Long Island City,Queens
7495,1.0,1,642,3,6.0,106,0,0,0,0,0,0,0,0,Soho,Manhattan
3900,1.0,1,815,2,17.0,38,1,0,1,0,0,1,0,0,Midtown West,Manhattan
5650,2.0,2,1100,4,12.0,92,0,0,0,0,0,0,0,0,Midtown East,Manhattan
3200,1.0,1,718,3,22.0,2,1,0,0,0,0,0,0,0,Long Island City,Queens
4200,1.0,1,787,1,11.0,30,0,1,0,1,1,0,0,1,Upper West Side,Manhattan
3725,1.0,1,647,1,22.0,116,1,0,0,0,0,0,0,0,Financial District,Manhattan
3600,1.0,1,759,13,11.0,9,0,1,1,1,1,1,0,1,Midtown West,Manhattan
6995,1.0,2,1236,5,11.0,86,0,0,0,0,0,0,0,0,Midtown West,Manhattan
2325,0.0,1,425,5,4.0,59,0,0,0,0,1,1,0,0,Upper East Side,Manhattan
3550,1.0,1,751,5,8.0,1,1,0,0,0,0,0,0,0,East Harlem,Manhattan
3200,1.5,1,1000,2,2.0,85,0,0,0,0,0,0,0,0,Greenpoint,Brooklyn
2600,2.0,2,1200,7,2.0,58,1,0,0,0,0,0,0,0,Flushing,Queens
3460,0.0,1,692,3,15.0,85,1,0,0,0,0,0,0,0,Financial District,Manhattan
2880,0.0,1,472,2,43.0,29,0,0,1,1,1,1,0,1,Midtown,Manhattan
2700,2.0,1,720,3,3.0,6,1,0,0,0,0,0,0,0,Long Island City,Queens
3400,1.0,1,739,2,4.0,2,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
3150,1.0,1,761,2,7.0,4,1,1,0,0,1,0,0,0,Long Island City,Queens
2650,0.5,1,490,5,23.0,8,0,0,0,0,1,0,0,0,Williamsburg,Brooklyn
4995,1.0,1,999,5,27.0,9,0,0,0,0,0,0,0,0,Midtown,Manhattan
1662,0.0,1,300,4,3.0,86,1,0,0,0,0,0,0,0,Central Harlem,Manhattan
2450,0.0,1,450,2,8.0,104,0,1,1,1,1,0,0,1,Gramercy Park,Manhattan
3365,1.0,1,536,2,9.0,99,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
2300,0.0,1,511,15,4.0,65,1,0,1,0,0,0,0,0,Upper East Side,Manhattan
10000,3.0,3,2000,3,5.0,96,0,0,0,0,0,0,0,0,Soho,Manhattan
4500,2.0,1,877,43,40.0,43,1,0,0,0,0,0,0,0,Midtown East,Manhattan
11500,2.0,2,1488,1,7.0,90,0,0,0,1,1,1,0,1,Chelsea,Manhattan
10000,2.0,3,1721,1,3.0,90,0,0,0,0,0,0,0,0,Chelsea,Manhattan
3600,2.0,1,825,7,5.0,116,0,0,0,0,0,0,0,0,East Village,Manhattan
4350,3.0,1,950,2,2.0,106,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
6995,3.0,3,1467,1,4.0,4,1,0,1,0,0,0,0,0,Williamsburg,Brooklyn
2550,0.0,1,459,1,12.0,104,1,0,0,0,0,0,0,0,Midtown South,Manhattan
6000,2.0,2,1156,6,22.0,10,0,1,0,1,1,0,0,1,Upper West Side,Manhattan
8900,3.0,2,1709,6,3.0,88,1,0,0,0,0,0,1,1,Brooklyn Heights,Brooklyn
3200,1.0,1,750,1,2.0,115,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
4250,1.0,1,684,2,3.0,32,0,0,0,1,1,0,0,0,East Village,Manhattan
2500,1.5,1,800,9,4.0,116,0,0,0,0,0,0,0,0,Boerum Hill,Brooklyn
2325,0.0,1,418,6,20.0,0,1,0,0,0,0,0,0,0,Long Island City,Queens
7995,2.0,2,1031,5,21.0,37,1,1,0,1,1,1,0,0,Upper West Side,Manhattan
1950,0.0,1,400,14,3.0,116,0,0,0,0,0,0,0,0,East Village,Manhattan
2900,0.0,1,450,4,10.0,51,0,0,0,1,0,0,0,0,Flatiron,Manhattan
2595,1.0,1,650,5,5.0,101,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
11000,3.0,3,2353,1,17.0,116,0,0,0,0,0,0,0,0,Financial District,Manhattan
6100,2.0,2,1100,4,15.0,19,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
2850,2.0,1,800,10,2.0,86,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
2853,1.0,1,700,10,12.0,4,1,0,0,1,1,0,0,0,Long Island City,Manhattan
3500,1.0,1,710,1,4.0,53,0,0,0,0,0,0,0,0,Midtown,Manhattan
1800,0.0,1,350,6,1.0,11,0,0,0,0,0,0,0,0,Greenpoint,Brooklyn
3700,1.0,1,805,7,17.0,9,1,1,1,1,1,1,0,1,Upper West Side,Manhattan
3595,1.0,1,650,9,11.0,52,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
1999,3.0,1,1000,11,2.0,86,0,0,0,0,0,0,0,0,Glendale,Queens
1600,0.0,1,600,4,5.0,59,0,0,0,0,0,0,0,0,Bay Ridge,Brooklyn
5995,3.0,1,1270,2,22.0,41,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
4510,1.0,1,641,4,27.0,16,1,0,0,0,0,0,0,0,Chelsea,Manhattan
4100,1.0,2,723,5,4.0,86,1,0,0,0,0,0,0,0,DUMBO,Brooklyn
3150,4.0,1,1000,2,5.0,109,0,0,0,0,0,0,0,0,Washington Heights,Manhattan
1800,1.0,1,900,6,1.0,56,0,0,0,0,0,0,0,0,Bay Ridge,Brooklyn
2600,0.0,1,450,1,5.0,16,0,0,0,1,1,0,1,1,Lower East Side,Manhattan
6000,2.0,2,1050,1,16.0,12,0,0,0,0,1,1,0,0,Flatiron,Manhattan
6000,2.0,2,1152,8,12.0,12,0,0,0,0,1,0,0,0,Midtown East,Manhattan
2550,1.0,1,716,5,0.0,96,0,1,1,1,1,1,0,1,Central Harlem,Manhattan
3360,1.0,1,710,3,5.0,15,1,0,0,0,0,0,0,0,Financial District,Manhattan
7895,3.0,2,1800,1,2.0,81,0,0,0,0,0,0,0,0,Tribeca,Manhattan
2975,1.0,1,570,6,5.0,42,0,0,1,0,0,1,1,0,Upper East Side,Manhattan
3250,1.0,1,833,7,25.0,41,0,0,0,1,1,1,0,1,Upper East Side,Manhattan
2899,2.0,1,750,4,4.0,9,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
3500,1.0,1,770,10,12.0,27,0,0,0,1,1,0,0,0,Midtown East,Manhattan
3500,1.0,1,824,3,6.0,55,0,1,0,1,1,0,0,1,Upper West Side,Manhattan
3610,1.0,1,564,2,15.0,99,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
2900,1.0,1,936,9,1.0,3,1,0,0,0,0,0,0,0,Astoria,Queens
5500,3.0,2,1500,3,2.0,91,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
11000,3.0,3,2442,6,2.0,31,0,1,0,1,1,1,0,1,Midtown East,Manhattan
3200,1.0,1,730,9,9.0,57,0,0,0,0,0,0,0,0,Midtown East,Manhattan
2400,2.0,1,800,6,2.0,86,0,0,0,0,0,0,0,0,Greenpoint,Brooklyn
2100,1.0,1,600,3,3.0,107,0,0,0,0,0,0,0,0,Central Harlem,Manhattan
1900,0.0,1,453,5,2.0,6,0,0,0,0,0,0,0,0,Bedford-Stuyvesant,Brooklyn
3650,1.0,1,650,2,13.0,53,0,0,0,0,0,0,0,0,Greenwich Village,Manhattan
2550,0.0,1,400,2,15.0,99,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
3250,1.0,1,662,2,31.0,29,0,0,0,0,0,0,0,0,Battery Park City,Manhattan
3475,1.5,1,1275,3,2.0,115,1,0,0,0,0,0,0,0,Bedford-Stuyvesant,Brooklyn
4600,2.0,2,1034,5,6.0,8,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
8900,2.0,2,1589,9,22.0,15,1,0,0,1,0,0,0,0,Midtown East,Manhattan
2845,0.0,1,493,10,6.0,16,1,0,0,0,0,0,0,0,Midtown West,Manhattan
5000,3.0,1,850,5,6.0,112,1,0,0,0,0,0,0,0,Midtown East,Manhattan
3550,1.0,1,735,7,19.0,39,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
4110,1.0,1,722,8,8.0,16,1,0,0,0,0,0,0,0,Midtown East,Manhattan
11894,3.0,3,1802,6,15.0,7,0,1,1,1,1,0,0,1,Upper East Side,Manhattan
1750,1.0,1,921,2,3.0,68,0,0,0,0,0,0,0,0,Rego Park,Queens
3000,3.0,1,900,2,1.0,85,1,0,0,0,0,0,0,0,Prospect Lefferts Gardens,Brooklyn
5295,2.0,2,892,10,10.0,29,1,0,0,0,0,0,0,0,Midtown West,Manhattan
3950,3.0,1,1000,3,3.0,76,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
9500,2.0,2,1305,8,11.0,10,0,0,1,0,0,1,0,0,Chelsea,Manhattan
2750,1.0,1,550,2,2.0,11,1,0,0,1,0,0,0,0,Bushwick,Brooklyn
5000,2.0,2,1065,2,11.0,25,1,0,0,1,1,1,0,0,Upper East Side,Manhattan
4680,1.0,1,896,5,20.0,17,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
3995,0.0,1,1350,6,2.0,116,0,0,0,0,0,0,0,0,Financial District,Manhattan
4000,2.0,1,500,5,1.0,106,0,1,0,1,1,0,0,1,Midtown East,Manhattan
3550,0.0,1,536,1,9.0,8,0,0,0,1,0,0,0,0,Flatiron,Manhattan
7600,2.0,2,1168,7,47.0,6,0,0,0,1,1,0,0,0,Midtown South,Manhattan
5600,2.0,2,1100,8,20.0,32,0,1,0,1,1,0,0,1,Midtown East,Manhattan
2700,2.0,1,800,7,11.0,96,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
5995,1.0,1,796,0,24.0,2,0,0,0,0,0,0,0,0,Flatiron,Manhattan
3100,0.0,1,700,1,24.0,88,0,0,0,0,1,1,0,0,Financial District,Manhattan
6949,2.0,2,1160,1,3.0,9,0,0,1,1,1,0,0,1,East Village,Manhattan
2200,2.0,1,900,5,3.0,10,0,0,0,0,0,0,0,0,Midwood,Brooklyn
6000,1.0,1,750,5,4.0,106,0,0,1,0,0,1,0,0,West Village,Manhattan
9000,2.0,2,1000,5,6.0,3,1,0,0,0,0,0,0,0,Nolita,Manhattan
3195,0.5,1,525,8,2.0,106,1,0,0,0,0,0,0,0,Midtown East,Manhattan
3117,1.0,1,702,3,7.0,16,1,0,0,0,0,0,0,0,Long Island City,Queens
3400,1.0,1,750,9,23.0,87,0,0,0,0,0,0,0,0,Midtown East,Manhattan
2650,0.0,1,470,2,15.0,25,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
2900,1.0,1,475,1,10.0,103,0,0,0,0,0,0,0,0,Midtown South,Manhattan
4899,4.0,3,1500,6,2.0,88,0,0,0,0,0,0,0,0,Greenpoint,Brooklyn
3500,3.0,1,745,1,2.0,96,0,1,1,1,1,0,0,0,East Harlem,Manhattan
3200,1.0,1,700,4,4.0,2,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
1695,0.0,1,430,17,2.0,27,0,0,0,0,0,0,0,0,Astoria,Queens
4490,3.0,1,675,7,3.0,116,0,0,0,0,0,0,0,0,East Village,Manhattan
2600,0.0,1,404,2,20.0,86,0,0,1,1,1,0,0,0,Central Park South,Manhattan
3300,1.0,1,733,2,11.0,90,0,0,0,0,1,0,0,0,Downtown Brooklyn,Brooklyn
5900,2.0,1,1400,3,7.0,100,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
2500,0.0,1,468,8,22.0,18,1,1,1,1,1,1,1,1,Upper East Side,Manhattan
5500,1.0,1,1000,3,3.0,116,1,0,0,0,1,0,0,0,East Village,Manhattan
1799,2.0,1,800,14,2.0,20,0,0,0,0,0,0,0,0,Astoria,Queens
4095,2.0,1,1000,2,9.0,91,0,0,0,0,0,0,0,0,Morningside Heights,Manhattan
1725,1.0,1,650,4,5.0,50,1,0,0,0,0,0,0,0,Briarwood,Queens
5300,2.0,2,1400,3,9.0,114,0,0,1,0,0,0,0,0,Prospect Heights,Brooklyn
3590,1.0,1,626,7,27.0,39,1,0,0,1,1,0,0,1,Midtown East,Manhattan
3150,1.5,1,1000,8,3.0,9,0,0,0,0,1,0,0,0,Williamsburg,Brooklyn
6295,2.0,2,1200,7,1.0,13,0,0,0,0,0,0,0,0,West Village,Manhattan
