name,material_type,seating_type,speed,height,length,num_inversions,manufacturer,park,status
Apple Ride,Steel,Sit Down,,,,0.0,na,Foire,status.unknown
Backdraft,Steel,Sit Down,,,,0.0,Pinfari,Foire,status.operating
Berg und Tal,Steel,Sit Down,,,,0.0,Pinfari,Foire,status.operating
Big Apple (Naisse),Steel,Sit Down,,,,0.0,Pinfari,Foire,status.operating
Big Apple (Champetier),Steel,Sit Down,,,,0.0,Pinfari,Foire,status.operating
Black Hole,Steel,Sit Down,,,,0.0,Zierer,Foire,status.operating
Bruco Mela,Steel,Sit Down,,,,0.0,na,Foire,status.operating
Chicago Loop,Steel,Sit Down,,,,0.0,"Larson International, Inc",Foire,status.operating
China Dragon ,Steel,Sit Down,,,,0.0,Wisdom Rides ,Foire,status.operating
Circus Clown,Steel,Sit Down,,,,0.0,Pinfari,Foire,status.operating
Cobra,Steel,Sit Down,,,,0.0,na,Foire,status.operating
Cobra,Steel,Sit Down,,,,0.0,na,Foire,status.operating
Crazy Clown,Steel,Sit Down,,,,0.0,na,Foire,status.operating
Crazy Coaster,Steel,Sit Down,,,,0.0,Reverchon,Foire,status.operating
Crazy Mouse,Steel,Sit Down,,,,0.0,Reverchon,Foire,status.operating
Crazy Mouse,Steel,Sit Down,,,,0.0,Reverchon,Foire,status.operating
Crazy Mouse,Steel,Sit Down,,,,0.0,Reverchon,Foire,status.operating
Crazy Mouse,Steel,Sit Down,,,,0.0,Reverchon,Foire,status.operating
Crazy Mouse (Degousse),Steel,Sit Down,,,,0.0,Reverchon,Foire,status.operating
Crazy Train,Steel,Sit Down,,,,0.0,na,Foire,status.operating
Cyber Space,Steel,Sit Down,,,,0.0,na,Foire,status.unknown
Bear Trax,Steel,Sit Down,,,,0.0,na,Seabreeze,status.unknown
Bobsleds,Steel,Sit Down,,,,0.0,na,Seabreeze,status.unknown
Jack Rabbit,Steel,Sit Down,,,,0.0,na,Seabreeze,status.unknown
Whirlwind,Steel,Spinning,,,,0.0,Maurer,Seabreeze,status.operating
Die Wilden 50er,Steel,Sit Down,,,,0.0,Schwarzkopf,Foire,status.operating
Dragon (Coppier),Steel,Sit Down,,,,0.0,Pinfari,Foire,status.operating
Dragon,Steel,Sit Down,,,,0.0,Zamperla,Foire,status.operating
Dragon,Steel,Sit Down,,,,0.0,Zamperla,Foire,status.operating
Dragon,Steel,Sit Down,,,,0.0,Zamperla,Foire,status.operating
Extrem,Steel,Spinning,,,,0.0,Maurer,Foire,status.closed.definitely
Extreme,Steel,Sit Down,,,,0.0,na,Foire,status.operating
Family Star,Steel,Spinning,,,,0.0,Fabbri,Foire,status.operating
Feuer und Eis,Steel,Sit Down,,,,0.0,Mack,Foire,status.operating
Formula 1,Steel,Spinning,,,,0.0,Fabbri,Foire,status.operating
Fun4All,Steel,Spinning,,,,0.0,DAL,Foire,status.operating
Funny Mouse,Steel,Sit Down,,,,0.0,Pinfari,Foire,status.operating
Gold Express,Steel,Sit Down,,,,0.0,S&MC,Foire,status.operating
Goulis,Steel,Sit Down,,,,0.0,Pinfari,Foire,status.operating
Grand Prix,Steel,Sit Down,,,,0.0,Zierer,Foire,status.operating
High Explosive,Steel,Sit Down,,,,0.0,Zierer,Foire,status.operating
Indiana Jones (Lespinasse),Steel,Sit Down,,,,0.0,Diamond Rides,Foire,status.operating
Jamming,Steel,Spinning,,,,0.0,Barbisan,Foire,status.operating
Jet,Steel,Sit Down,,,,0.0,Schwarzkopf,Foire,status.operating
Jungle,Steel,Sit Down,,,,0.0,na,Foire,status.operating
Katz & Maus,Steel,Spinning,,15.0,370.0,0.0,Maurer,Foire,status.operating
Spaccatempo,Steel,Sit Down,,,,0.0,Zamperla,Miragica,status.operating
Flinker Fridolin,Steel,Sit Down,53.0,14.0,,0.0,Zierer,Panorama Park,status.closed.definitely
Rothaarblitz,Steel,Sit Down,,,,0.0,Mack,Panorama Park,status.closed.definitely
Viktor Vandorm,Steel,Sit Down,53.0,14.0,,0.0,Zierer,Bonbon-Land,status.operating
Raupe,Steel,Sit Down,,,,0.0,SBF,Freizeitpark Plohn,status.operating
Silver Mine,Steel,Sit Down,,,,0.0,Zierer,Freizeitpark Plohn,status.closed.definitely
Vertigo,Steel,Sit Down,45.0,14.0,370.0,0.0,Mack,Parque de Atracciones de Madrid,status.operating
Bambo Coaster,Steel,Sit Down,,,,0.0,Soquet,Salitre Magico,status.operating
Corkscrew,Steel,Sit Down,,,,0.0,Arrow,Salitre Magico,status.operating
Gusano Loco,Steel,Sit Down,,,,0.0,na,Salitre Magico,status.operating
Tornado,Steel,Sit Down,,,,0.0,Schwarzkopf,Salitre Magico,status.operating
"Correcaminos Bip, Bip",Steel,Sit Down,60.0,16.0,480.0,0.0,Mack,Parque Warner Madrid,status.operating
Le train de la mine,Steel,Sit Down,40.0,10.0,300.0,0.0,Soquet,La Coccinelle,status.operating
Steeplechase (Center),Steel,Sit Down,,,,0.0,Arrow,Blackpool Pleasure Beach,status.operating
Steeplechase (Right),Steel,Sit Down,,,,0.0,Arrow,Blackpool Pleasure Beach,status.operating
Grand National (Right),Wooden,Sit Down,,,,0.0,na,Blackpool Pleasure Beach,status.operating
Circus Clown,Steel,Sit Down,,,,0.0,Pinfari,Southport Pleasureland,status.closed.definitely
Indiana's Adventure - The Ride,Steel,Sit Down,,,,0.0,na,Southport Pleasureland,status.unknown
Figure Eight,Steel,Sit Down,,,,0.0,na,Southport Pleasureland,status.unknown
Go-Gator,Steel,Sit Down,,,,0.0,na,Southport Pleasureland,status.unknown
Junior Cyclone,Steel,Sit Down,,,,0.0,na,Southport Pleasureland,status.unknown
Switchback Railway,Steel,Sit Down,,,,0.0,na,Southport Pleasureland,status.unknown
Crazy Chase,Steel,Sit Down,,,,0.0,na,Southport Pleasureland,status.unknown
Familie Achtbaan,Steel,Sit Down,,,,0.0,Zamperla,Familiepretpark Mini Mundi,status.operating
Gusano,Steel,Sit Down,,,,0.0,Beijing Shibaolai,Parque Bicentenario,status.operating
Montaña Rusa,Steel,Sit Down,,,,0.0,Beijing Shibaolai,Parque Bicentenario,status.operating
Selva del Raton,Steel,Sit Down,,,,0.0,Beijing Shibaolai,Parque Bicentenario,status.operating
Hornet,Steel,Sit Down,,9.0,350.0,0.0,Vekoma,Wonderland Amusement Park,status.operating
Mayan Mindbender,Steel,Sit Down,,9.0,350.0,0.0,Vekoma,Six Flags AstroWorld,status.closed.definitely
Jett Star,Steel,Sit Down,,,,0.0,Wisdom Rides ,Central Park Fun-Land,status.operating
Big Dipper,Steel,Sit Down,,,,0.0,na,Ocean Beach Amusement Park,status.unknown
Jet Stream,Steel,Sit Down,,,,0.0,na,Ocean Beach Amusement Park,status.unknown
Log Ride,Steel,Sit Down,,,,0.0,na,Ocean Beach Pleasure Park,status.unknown
Looping Star,Steel,Sit Down,,,,0.0,na,Ocean Beach Amusement Park,status.unknown
Mad Mouse,Steel,Sit Down,,,,0.0,na,Ocean Beach Amusement Park,status.unknown
Nessi,Steel,Sit Down,,,,0.0,na,Ocean Beach Amusement Park,status.unknown
Pepsi-Cola Loop,Steel,Sit Down,,,,0.0,na,Ocean Beach Amusement Park,status.unknown
Runaway Train,Steel,Sit Down,,,,0.0,na,Ocean Beach Amusement Park,status.unknown
Nessi,Steel,Sit Down,,,,0.0,na,Ffrith Beach Fun Parc ,status.closed.definitely
Pepsi-Cola Loop,Steel,Sit Down,,,,0.0,Pinfari,Ffrith Beach Fun Parc ,status.closed.definitely
Little Dipper,Steel,Sit Down,,,,0.0,na,Ffrith Beach Fun Parc ,status.closed.definitely
Twister Mountain,Steel,Sit Down,,,,0.0,Zamperla,Belle Island Village,status.closed.definitely
Little D,Steel,Sit Down,,,,0.0,na,Belle Island Village,status.closed.definitely
Thunder Eagle,Wooden,Sit Down,,,,0.0,na,Belle Island Village,status.closed.definitely
Wilde Tijger Achtbaan,Steel,Sit Down,32.0,6.0,199.0,0.0,Zierer,Mondo Verde,status.operating
Kålmasken,Steel,Sit Down,,,,0.0,na,Tosselilla,status.operating
Mad Mouse,Steel,Sit Down,,,,0.0,Fabbri,Tosselilla,status.operating
Bat Coaster,Steel,Inverted,70.0,20.0,400.0,2.0,Pinfari,Global Village,status.relocated
Cliff Hanger,Steel,Sit Down,,,,0.0,na,Ghost Town Village,status.unknown
Tumbleweed,Steel,Sit Down,,,,0.0,na,Ghost Town Village,status.unknown
Karst Cave Coaster,Steel,Sit Down,,,,0.0,Zamperla,Jin Jiang Action Park,status.operating
Spinning Coaster,Steel,Spinning,,,,0.0,Golden Horse,Jin Jiang Action Park,status.operating
Yun Xiao Fei Che,Steel,Sit Down,,,,0.0,na,Jin Jiang Action Park,status.unknown
Moto Coaster,Steel,Motorbike,,,,0.0,Zamperla,Jin Jiang Action Park,status.operating
Baby Coaster,Steel,Sit Down,,,,0.0,na,Happy Valley Shenzhen,status.operating
Wild Elfin,Steel,Sit Down,,,,0.0,na,Happy Valley Shenzhen,status.unknown
Formula Rossa,Steel,Sit Down,240.0,52.0,2000.0,0.0,Intamin,Ferrari World,status.operating
Roller Boom,Steel,Sit Down,47.0,13.0,420.0,0.0,Reverchon,Fiabilandia,status.closed.definitely
SpaceMouse,Steel,Sit Down,,,,0.0,Fabbri,Fiabilandia,status.operating
Dragon,Steel,Sit Down,,,,0.0,na,Attrapark,status.closed.definitely
Cobra,Steel,Sit Down,,47.0,150.0,1.0,Pax,VVC Wheel Park,status.operating
Velocity,Steel,Motorbike,84.0,17.0,643.0,0.0,Vekoma,Flamingo Land Theme Park and Zoo,status.operating
Coaster,Wooden,Sit Down,75.0,20.0,865.0,0.0,na,Playland,status.operating
Corkscrew,Steel,Sit Down,64.0,23.0,732.0,2.0,Vekoma,Playland,status.operating
Kettle Creek Mine,Steel,Sit Down,,,,0.0,E&F Miler Industries,Playland,status.operating
Intimidator,Steel,Sit Down,120.0,71.0,1620.0,0.0,B&M,Carowinds,status.operating
Intimidator 305,Steel,Sit Down,145.0,93.0,1555.0,0.0,Intamin,Kings Dominion,status.operating
Montaña Suiza,Steel,Sit Down,50.0,,400.0,0.0,na,Parque de Atracciones Monte Igueldo,status.operating
Wild Thing,Steel,Sit Down,120.0,63.0,1664.0,0.0,Morgan,Valleyfair,status.operating
Speed Mouse,Steel,Sit Down,50.0,13.0,420.0,0.0,Reverchon,Fami P.A.R.C,status.closed.definitely
Muntanya Russa,Steel,Sit Down,80.0,25.0,740.0,0.0,Vekoma,Tibidabo,status.operating
Caribbean Splash,Steel,Water Coaster,,,,0.0,Mack,Formosan Aboriginal Culture Village,status.operating
Euro Speed,Steel,Sit Down,,,,0.0,Mack,Europark,status.operating
Bruco Mela,Steel,Sit Down,,,,0.0,na,Foire,status.operating
Joris en de Draak (Vuur),Wooden,Sit Down,75.0,22.0,788.0,0.0,GCI,Efteling,status.operating
Sky Rocket,Steel,Sit Down,80.0,29.0,640.0,3.0,Premier Rides,Kennywood,status.operating
Serial Thriller,Steel,Inverted,80.0,34.0,689.0,5.0,Vekoma,Six Flags AstroWorld,status.closed.definitely
Little Rattler,Steel,Sit Down,,,,0.0,na,Leofoo Village Theme Park,status.operating
Sahara Twist,Steel,Sit Down,,,,0.0,na,Leofoo Village Theme Park,status.operating
Screaming Condor,Steel,Sit Down,105.0,56.0,192.0,0.0,Intamin,Leofoo Village Theme Park,status.operating
Racer 75 (Right),Wooden,Sit Down,90.0,26.0,1027.0,0.0,Philadelphia Toboggan Coaster,Kings Dominion,status.operating
Twister,Steel,Spinning,,,465.0,0.0,Maurer,Habtoorland,status.operating
The Monster,Steel,Inverted,92.0,42.0,1200.0,6.0,B&M,Walygator Parc,status.operating
Test Strecke ,Steel,Sit Down,80.0,28.0,670.0,2.0,Schwarzkopf,Foire,status.operating
Dream coaster,Steel,Sit Down,70.0,25.0,385.0,3.0,Maurer,Dream City,status.operating
Dragon Rider,Steel,Inverted,75.0,32.0,790.0,4.0,Beijing Jiuhua,Floraland,status.operating
Extreme Rusher,Steel,Sit Down,134.0,60.0,850.0,0.0,S&S,Happy Valley Beijing,status.operating
Magic Mouse,Steel,Spinning,43.0,11.0,310.0,0.0,SBF,Didiland,status.closed.definitely
Euro Coaster,Steel,Suspended,43.0,16.0,370.0,0.0,Reverchon,Foire,status.operating
Nitro,Steel,Sit Down,50.0,10.0,460.0,0.0,Preston & Barbieri,Dennlys Parc,status.operating
Bat Coaster,Steel,Inverted,70.0,20.0,400.0,2.0,Pinfari,Foire,status.operating
RC Racer,Steel,Sit Down,,25.0,82.0,0.0,Intamin,Walt Disney Studios,status.operating
Space Fantasy the Ride,Steel,Spinning,,19.0,585.0,0.0,Mack,Universal Studios Japan,status.operating
Road Runner Express,Steel,Sit Down,35.0,9.0,207.0,0.0,Vekoma,Six Flags Magic Mountain,status.operating
MotoGee,Steel,Motorbike,68.0,,,0.0,Zamperla,Särkänniemi Amusement Park,status.operating
Wood Coaster,Wooden,Sit Down,99.0,45.0,1468.0,0.0,GCI,Knight Valley,status.operating
Krake,Steel,Floorless,,41.0,476.0,1.0,B&M,Heide Park,status.operating
Flare Meteor,Steel,Inverted,80.0,38.0,,4.0,Golden Horse,FantaWild Adventure Wuhu,status.operating
Hanging Pulley,Steel,Suspended,50.0,,380.0,0.0,Golden Horse,FantaWild Adventure Wuhu,status.operating
Space Vehicle,Steel,Sit Down,,,,0.0,Golden Horse,FantaWild Adventure Wuhu,status.operating
Vesuvius Volcano,Steel,Sit Down,,,,0.0,Golden Horse,FantaWild Adventure Wuhu,status.operating
Unknown,Steel,Sit Down,,,,3.0,na,Huachong Park,status.operating
Unknown,Steel,Sit Down,,,,0.0,na,Zhanggongshan Park,status.operating
Jin Long Hua Che,Steel,Sit Down,,,,0.0,na,Zheshan Park,status.operating
Crazy Mouse,Steel,Sit Down,,,,0.0,na,Zheshan Park,status.operating
Dragon Slide,Steel,Sit Down,,,,0.0,Wisdom Rides ,Beijing Carnival,status.closed.definitely
City Coaster,Steel,Sit Down,,11.0,365.0,1.0,Pinfari,Beijing Carnival,status.closed.definitely
Crazy Mouse,Steel,Sit Down,,,,0.0,Beijing Shibaolai,Beijing Shijingshan Amusement Park,status.operating
Feng Shen Coaster,Steel,Sit Down,80.0,,,1.0,Beijing Shibaolai,Beijing Shijingshan Amusement Park,status.closed.definitely
Jurassic Adventure,Steel,Sit Down,,,,0.0,Beijing Shibaolai,Beijing Shijingshan Amusement Park,status.closed.definitely
Mine Coaster,Steel,Sit Down,,,,0.0,Beijing Shibaolai,Beijing Shijingshan Amusement Park,status.closed.definitely
Roller Coaster,Steel,Sit Down,,,,3.0,Senyo Kogyo,Beijing Shijingshan Amusement Park,status.operating
Shenzhou Coaster,Steel,Inverted,80.0,35.0,890.0,4.0,Beijing Shibaolai,Beijing Shijingshan Amusement Park,status.operating
Space Trip,Steel,Sit Down,45.0,12.0,,0.0,Beijing Shibaolai,Beijing Shijingshan Amusement Park,status.closed.temporarily
Spinning Batman,Steel,Suspended,,,,0.0,Beijing Shibaolai,Beijing Shijingshan Amusement Park,status.closed.definitely
Spinning Coaster,Steel,Sit Down,,,,0.0,Golden Horse,Beijing Shijingshan Amusement Park,status.closed.definitely
Worm Coaster,Steel,Sit Down,,,,0.0,Beijing Shibaolai,Beijing Shijingshan Amusement Park,status.closed.definitely
Fruit Worm,Steel,Sit Down,18.0,,,0.0,Golden Horse,Sun Park,status.closed.definitely
Jungle Mouse,Steel,Sit Down,35.0,,,0.0,Beijing Shibaolai,Sun Park,status.operating
Mine Coaster,Steel,Sit Down,,10.0,366.0,0.0,Beijing Shibaolai,Sun Park,status.operating
Rainbow Children,Steel,Sit Down,,,,0.0,Beijing Jiuhua,Sun Park,status.operating
Roller Coaster,Steel,Sit Down,,24.0,500.0,3.0,Hebei Zhongye,Sun Park,status.operating
Spinning Coaster,Steel,Sit Down,,,,0.0,Golden Horse,Sun Park,status.operating
Space travel,Steel,Sit Down,45.0,12.0,420.0,0.0,Beijing Jiuhua,Sun Park,status.closed.definitely
Spinning Coaster,Steel,Spinning,,,,0.0,Golden Horse,Chongqing Amusement Park,status.operating
Roller Coaster,Steel,Sit Down,,,,4.0,Hebei Zhongye,Chongqing Amusement Park,status.operating
Unknown,Steel,Sit Down,,,,1.0,na,Chongqing Amusement Park,status.closed.definitely
Unknown,Steel,Sit Down,,,,0.0,na,Chongqing Huahuiyuan,status.operating
Unknown,Steel,Sit Down,,,,0.0,Golden Horse,Chongqing Zoo,status.operating
Broca,Steel,Sit Down,66.0,17.0,787.0,0.0,Schwarzkopf,Parque Nacional Del Café,status.unknown
Le Twist,Steel,Spinning,70.0,22.0,470.0,0.0,Mack,Le Pal,status.operating
Himalayabahn,Steel,Sit Down,,13.0,460.0,0.0,Schwarzkopf,Schwaben Park,status.closed.definitely
Caterpillar Express,Steel,Sit Down,24.0,4.0,70.0,0.0,Zierer,Schwaben Park,status.operating
Joris en de Draak (Water),Wooden,Sit Down,75.0,22.0,788.0,0.0,GCI,Efteling,status.operating
Raptor,Steel,Wing,90.0,33.0,770.0,3.0,B&M,Gardaland,status.operating
Jule Expressen,Steel,Sit Down,,,70.0,0.0,Technical Park,Tivoli Gardens,status.closed.definitely
Slangen,Steel,Sit Down,40.0,11.0,388.0,0.0,Zierer,Tivoli Gardens,status.closed.definitely
Tyfoon,Steel,Sit Down,40.0,11.0,388.0,0.0,Zierer,DippieDoe Familiepark,status.operating
Avonturenslang,Steel,Sit Down,32.0,6.0,99.0,0.0,Zierer,Avonturenpark Hellendoorn,status.closed.definitely
Zeeslang,Steel,Sit Down,32.0,6.0,99.0,0.0,Zierer,DippieDoe Familiepark,status.closed.definitely
Naga Bay,Steel,Spinning,55.0,17.0,430.0,0.0,Maurer,Bobbejaanland,status.operating
Miner Mike,Steel,Sit Down,,,,0.0,Wisdom Rides ,Adventuredome,status.operating
Freischütz,Steel,Sit Down,80.0,24.0,460.0,3.0,Maurer,Bayern Park,status.operating
Twister,Wooden,Sit Down,61.0,15.0,480.0,0.0,Gravity Group,Gröna Lund,status.operating
Tuff-Tuff Tåget,Steel,Sit Down,7.0,2.0,80.0,0.0,Zamperla,Gröna Lund,status.operating
Speedy Gonzales,Steel,Sit Down,,,,0.0,S.D.C.,Foire,status.operating
Super Railway,Steel,Sit Down,,,,0.0,na,Antibesland,status.operating
Pomme,Steel,Sit Down,,,,0.0,na,Antibesland,status.operating
Green Lantern,Steel,Stand Up,102.0,47.0,1267.0,5.0,B&M,Six Flags Great Adventure,status.operating
Dare Devil Dive,Steel,Sit Down,84.0,29.0,640.0,3.0,Gerstlauer,Six Flags Over Georgia,status.operating
Green Lantern : First Flight,Steel,4th Dimension,60.0,33.0,252.0,0.0,Intamin,Six Flags Magic Mountain,status.closed.definitely
Fiorano GT Challenge (Right),Steel,Sit Down,,,1000.0,0.0,Maurer,Ferrari World,status.operating
Chenille,Steel,Sit Down,,,,0.0,Pinfari,Papea Parc,status.operating
Air Grover,Steel,Sit Down,,,,0.0,Zierer,Busch Gardens Tampa,status.operating
West Coaster,Steel,Sit Down,56.0,17.0,396.0,0.0,Morgan,Pacific Park,status.operating
Whirlwind Dipper,Steel,Sit Down,,24.0,1006.0,0.0,na,Pacific Park,status.closed.definitely
Blue Streak Racer,Steel,Sit Down,,18.0,1067.0,0.0,na,Pacific Park,status.closed.definitely
Giant Dipper,Steel,Sit Down,89.0,21.0,805.0,0.0,na,Santa Cruz Beach Boardwalk,status.operating
Hurricane,Steel,Sit Down,,,,0.0,S.D.C.,Santa Cruz Beach Boardwalk,status.relocated
Sea Serpent,Steel,Sit Down,,,,0.0,E&F Miler Industries,Santa Cruz Beach Boardwalk,status.operating
Wild Mouse,Steel,Sit Down,,,,0.0,na,Santa Cruz Beach Boardwalk,status.closed.definitely
Jet Star,Steel,Sit Down,50.0,14.0,538.0,0.0,Schwarzkopf,Santa Cruz Beach Boardwalk,status.closed.definitely
L.A. Thompson Scenic Railway,Steel,Sit Down,,,,0.0,na,Santa Cruz Beach Boardwalk,status.closed.definitely
Orient Express,Steel,Sit Down,,,,0.0,Wisdom Rides ,Santa Cruz Beach Boardwalk,status.closed.definitely
Hexenbesen,Steel,Flying,,,,0.0,na,Erlebniswelt Seilbahnen Thale,status.operating
Bumerang,Steel,Sit Down,,6.0,,0.0,Heege Freizeittechnik,Familienfreizeitpark Funny-World,status.operating
Goldminen Express,Steel,Sit Down,,6.0,,0.0,Heege Freizeittechnik,Familienfreizeitpark Funny-World,status.operating
Pendelbahn,Steel,Sit Down,,6.0,,0.0,Heege Freizeittechnik,Potts Park,status.closed.definitely
Pendelbahn,Steel,Sit Down,,6.0,,0.0,Heege Freizeittechnik,Potts Park,status.closed.definitely
Spreeblitz,Steel,Sit Down,,,,0.0,Mack,Spree-Park,status.closed.definitely
Jet Star,Steel,Sit Down,,,,0.0,Schwarzkopf,Spree-Park,status.closed.definitely
Fun Express,Steel,Sit Down,,9.0,352.0,0.0,na,Spree-Park,status.closed.definitely
Train de la Mine,Steel,Sit Down,60.0,12.0,,0.0,Soquet,Didiland,status.closed.definitely
Railway Express,Steel,Sit Down,,,,0.0,na,Didiland,status.closed.definitely
Grand 8 TGV,Steel,Sit Down,,,200.0,0.0,Soquet,Florida Parc,status.closed.definitely
Timber Drop,Steel,Sit Down,66.0,30.0,420.0,2.0,S&S,Fraispertuis City,status.operating
Jet Star,Steel,Sit Down,,,,0.0,Schwarzkopf,Aventura Park,status.closed.definitely
Wacky Worm,Steel,Sit Down,,,,0.0,na,Aventura Park,status.closed.definitely
Family Coaster,Steel,Sit Down,,,,0.0,D.P.V. Rides,Holly Park,status.closed.definitely
Le Speedy Gonzales,Steel,Sit Down,,,,0.0,na,Jacquou Parc,status.operating
La manège Sombrero,Steel,Spinning,,,100.0,0.0,Technical Park,Jacquou Parc,status.operating
Chenille,Steel,Sit Down,,,,0.0,Soquet,Jardin d'Acclimatation,status.closed.definitely
Roller-Coaster,Steel,Sit Down,,,,0.0,S.D.C.,Lunapark Cap d'Agde,status.operating
Train de mines,Steel,Sit Down,,,,0.0,na,Lunapark Fréjus,status.operating
Looping Star,Steel,Sit Down,77.0,25.0,592.0,1.0,Schwarzkopf,OK Corral,status.closed.definitely
Silberpfeil,Steel,Sit Down,,,,0.0,Schwarzkopf,OK Corral,status.closed.definitely
Mini Grand Huit,Steel,Sit Down,,,,0.0,Soquet,Parc de la Toison d'Or,status.closed.definitely
Train de Mine,Steel,Sit Down,,,,0.0,na,Parc de la Toison d'Or,status.closed.definitely
Magic Pomme,Steel,Sit Down,,,,0.0,na,Parc de la Vallée,status.operating
Grand Huit,Steel,Sit Down,,,,0.0,na,Parc de Lillom,status.closed.definitely
La luge,Steel,Sit Down,,,,0.0,na,Parc des Naudières,status.operating
Roller Coaster,Steel,Sit Down,39.0,9.0,222.0,0.0,Zierer,Parc des Naudières,status.operating
Zig Zag,Steel,Sit Down,45.0,14.0,370.0,0.0,Mack,Walygator Parc,status.closed.definitely
Wilde Maus,Steel,Sit Down,45.0,14.0,370.0,0.0,Mack,Toverland,status.closed.definitely
Mad Mouse,Steel,Sit Down,,,,0.0,Sansei Yusoki,Expoland,status.closed.definitely
Mad Mouse,Steel,Sit Down,,,,0.0,Sansei Yusoki,Pleasure Garden,status.closed.definitely
Banana Coaster,Steel,Sit Down,27.0,,131.0,0.0,Sansei Yusoki,Pleasure Garden,status.operating
Thru-the-Woods Jet Coaster,Steel,Sit Down,,,,0.0,Sansei Yusoki,Pleasure Garden,status.operating
Zoomerang,Steel,Sit Down,76.0,36.0,285.0,3.0,Vekoma,Alabama Adventure,status.closed.definitely
Marvel Mania,Steel,Sit Down,,,,0.0,E&F Miler Industries,Alabama Adventure,status.closed.definitely
Rampage,Wooden,Sit Down,90.0,37.0,1067.0,0.0,CCI,Alabama Adventure,status.operating
Bush Beast,Wooden,Sit Down,90.0,28.0,,0.0,Philadelphia Toboggan Coaster,Wonderland Sydney,status.closed.definitely
Demon,Steel,Sit Down,76.0,36.0,285.0,3.0,Vekoma,Wonderland Sydney,status.closed.definitely
Beastie,Steel,Sit Down,60.0,14.0,457.0,0.0,Philadelphia Toboggan Coaster,Wonderland Sydney,status.closed.definitely
Dive to Atlantis,Steel,Water Coaster,,,,0.0,E&F Miler Industries,Mt. Olympus Water & Theme Park,status.closed.definitely
Hyperspace Mountain,Steel,Sit Down,,31.0,1052.0,0.0,Vekoma,Hong Kong Disneyland,status.operating
Master Thaï,Steel,Sit Down,,11.0,430.0,0.0,Preston & Barbieri,Mirabilandia,status.operating
Skatteøen,Steel,Water Coaster,70.0,28.0,455.0,0.0,Mack,Djurs Sommerland,status.operating
Gotham City Gauntlet: Escape from Arkham Asylum,Steel,Sit Down,45.0,15.0,370.0,0.0,Maurer,Six Flags New England,status.operating
Dragon Going Worldwide,Steel,Sit Down,48.0,16.0,786.0,0.0,Golden Horse,World Joyland,status.operating
Clouds of Fairyland,Steel,Sit Down,105.0,45.0,150.0,2.0,Maurer,World Joyland,status.operating
Starry Sky Ripper,Steel,Flying,88.0,40.0,855.0,5.0,B&M,World Joyland,status.operating
Hair Raiser,Steel,Floorless,90.0,35.0,850.0,4.0,B&M,Ocean Park,status.operating
Dinoconda,Steel,4th Dimension,129.0,76.0,,0.0,S&S,China Dinosaurs Park,status.operating
Dauling Dragon (Blue),Wooden,Sit Down,87.0,32.0,1125.0,0.0,Gravity Group,Happy Valley Wuhan,status.operating
Untamed,Steel,Sit Down,70.0,22.0,360.0,3.0,Gerstlauer,Canobie Lake Park,status.operating
Canobie Corkscrew,Steel,Sit Down,,22.0,,2.0,Arrow,Canobie Lake Park,status.operating
OzIris,Steel,Inverted,91.0,40.0,1000.0,5.0,B&M,Parc Asterix,status.operating
Ben 10 Ultimate Mission,Steel,Sit Down,55.0,20.0,180.0,0.0,Vekoma,Drayton Manor,status.operating
Plohseidon,Steel,Sit Down,,,500.0,0.0,Zierer,Freizeitpark Plohn,status.operating
Giant Inverted Boomerang,Steel,Sit Down,106.0,58.0,367.0,3.0,Vekoma,Jin Jiang Action Park,status.operating
Van Helsing's Factory,Steel,Sit Down,36.0,8.0,400.0,0.0,Gerstlauer,Movie Park Germany,status.operating
Great Chase,Steel,Sit Down,,,,0.0,E&F Miler Industries,Six Flags New England,status.operating
The Storm,Steel,Sit Down,,32.0,800.0,1.0,Mack,Etnaland,status.operating
Wacky Worm,Steel,Sit Down,,,,0.0,Fajume S.A. de C.V,Old Town,status.operating
Dragon Wagon ,Steel,Sit Down,,,,0.0,Wisdom Rides ,Old Town,status.closed.definitely
Little Dipper,Steel,Sit Down,,,,0.0,Allan Herschell Company,Quassy Amusement Park,status.operating
Mad Mouse,Steel,Sit Down,,,,0.0,Allan Herschell Company,Quassy Amusement Park,status.closed.definitely
Wild Mouse ,Steel,Sit Down,,,,0.0,B. A. Schiff & Associates,Quassy Amusement Park,status.closed.definitely
Familieachtbaan,Steel,Sit Down,,14.0,,0.0,Abc rides,BillyBird Park Hemelrijk,status.operating
Ring-Renner,Steel,Sit Down,,,,0.0,SBF,Trampolino Familien- und Freizeitpark,status.operating
Olandese Volante,Steel,Sit Down,48.0,14.0,681.0,0.0,Vekoma,Rainbow MagicLand,status.operating
Shock,Steel,Sit Down,100.0,35.0,750.0,1.0,Maurer,Rainbow MagicLand,status.operating
Cagliostro,Steel,Spinning,58.0,17.0,430.0,0.0,Maurer,Rainbow MagicLand,status.operating
Bombo,Steel,Sit Down,46.0,13.0,335.0,0.0,Vekoma,Rainbow MagicLand,status.operating
XenoX,Steel,Sit Down,,13.0,,1.0,Pinfari,Foire,status.operating
Walrus Splash,Steel,Water Coaster,80.0,30.0,390.0,0.0,Mack,Chimelong Ocean Kingdom,status.operating
Parrot Coaster,Steel,Wing,108.0,50.0,1280.0,3.0,B&M,Chimelong Ocean Kingdom,status.operating
